"evento_data","horario","reservas","checkins","no-show","(%) no-show"
"2024-11-23","16:00:00","83","93","-10","-12.05%"
"2024-11-23","16:30:00","109","83","26","23.85%"
"2024-11-23","17:00:00","97","4","93","95.88%"
"2024-11-24","09:30:00","0","6","-6","0.00%"
"2024-11-24","10:00:00","34","81","-47","-138.24%"
"2024-11-24","10:30:00","84","87","-3","-3.57%"
"2024-11-24","11:00:00","104","91","13","12.50%"
"2024-11-24","11:30:00","83","58","25","30.12%"
"2024-11-24","12:00:00","67","82","-15","-22.39%"
"2024-11-24","12:30:00","92","81","11","11.96%"
"2024-11-24","13:00:00","72","64","8","11.11%"
"2024-11-24","13:30:00","71","64","7","9.86%"
"2024-11-24","14:00:00","97","60","37","38.14%"
"2024-11-24","14:30:00","55","57","-2","-3.64%"
"2024-11-24","15:00:00","79","84","-5","-6.33%"
"2024-11-24","15:30:00","98","69","29","29.59%"
"2024-11-24","16:00:00","75","91","-16","-21.33%"
"2024-11-24","16:30:00","83","37","46","55.42%"
"2024-11-24","17:00:00","56","10","46","82.14%"
"2024-11-26","09:30:00","0","107","-107","0.00%"
"2024-11-26","10:00:00","305","182","123","40.33%"
"2024-11-26","10:30:00","186","193","-7","-3.76%"
"2024-11-26","11:00:00","207","115","92","44.44%"
"2024-11-26","11:30:00","163","184","-21","-12.88%"
"2024-11-26","12:00:00","162","84","78","48.15%"
"2024-11-26","12:30:00","94","69","25","26.60%"
"2024-11-26","13:00:00","150","102","48","32.00%"
"2024-11-26","13:30:00","173","219","-46","-26.59%"
"2024-11-26","14:00:00","290","174","116","40.00%"
"2024-11-26","14:30:00","223","130","93","41.70%"
"2024-11-26","15:00:00","245","163","82","33.47%"
"2024-11-26","15:30:00","181","150","31","17.13%"
"2024-11-26","16:00:00","218","185","33","15.14%"
"2024-11-26","16:30:00","159","95","64","40.25%"
"2024-11-26","17:00:00","176","82","94","53.41%"
"2024-11-26","17:30:00","136","94","42","30.88%"
"2024-11-26","18:00:00","188","136","52","27.66%"
"2024-11-26","18:30:00","187","122","65","34.76%"
"2024-11-26","19:00:00","204","20","184","90.20%"
"2024-11-27","10:00:00","17","56","-39","-229.41%"
"2024-11-27","10:30:00","43","28","15","34.88%"
"2024-11-27","11:00:00","29","86","-57","-196.55%"
"2024-11-27","11:30:00","132","30","102","77.27%"
"2024-11-27","12:00:00","31","25","6","19.35%"
"2024-11-27","12:30:00","23","12","11","47.83%"
"2024-11-27","13:00:00","13","17","-4","-30.77%"
"2024-11-27","13:30:00","19","51","-32","-168.42%"
"2024-11-27","14:00:00","33","19","14","42.42%"
"2024-11-27","14:30:00","39","39","0","0.00%"
"2024-11-27","15:00:00","34","34","0","0.00%"
"2024-11-27","15:30:00","45","27","18","40.00%"
"2024-11-27","16:00:00","30","15","15","50.00%"
"2024-11-27","16:30:00","18","39","-21","-116.67%"
"2024-11-27","17:00:00","46","6","40","86.96%"
"2024-11-28","10:00:00","45","65","-20","-44.44%"
"2024-11-28","10:30:00","39","25","14","35.90%"
"2024-11-28","11:00:00","29","53","-24","-82.76%"
"2024-11-28","11:30:00","45","33","12","26.67%"
"2024-11-28","12:00:00","41","38","3","7.32%"
"2024-11-28","12:30:00","42","28","14","33.33%"
"2024-11-28","13:00:00","31","27","4","12.90%"
"2024-11-28","13:30:00","26","27","-1","-3.85%"
"2024-11-28","14:00:00","29","38","-9","-31.03%"
"2024-11-28","14:30:00","35","41","-6","-17.14%"
"2024-11-28","15:00:00","45","42","3","6.67%"
"2024-11-28","15:30:00","74","27","47","63.51%"
"2024-11-28","16:00:00","31","31","0","0.00%"
"2024-11-28","16:30:00","33","28","5","15.15%"
"2024-11-28","17:00:00","31","23","8","25.81%"
"2024-11-28","18:00:00","0","1","-1","0.00%"
"2024-11-28","18:30:00","350","22","328","93.71%"
"2024-11-28","19:00:00","3","39","-36","-1200.00%"
"2024-11-28","19:30:00","0","42","-42","0.00%"
"2024-11-28","20:00:00","0","14","-14","0.00%"
"2024-11-28","20:30:00","0","4","-4","0.00%"
"2024-11-29","09:30:00","0","14","-14","0.00%"
"2024-11-29","10:00:00","51","97","-46","-90.20%"
"2024-11-29","10:30:00","113","72","41","36.28%"
"2024-11-29","11:00:00","48","57","-9","-18.75%"
"2024-11-29","11:30:00","84","43","41","48.81%"
"2024-11-29","12:00:00","38","24","14","36.84%"
"2024-11-29","12:30:00","29","48","-19","-65.52%"
"2024-11-29","13:00:00","47","43","4","8.51%"
"2024-11-29","13:30:00","43","32","11","25.58%"
"2024-11-29","14:00:00","28","28","0","0.00%"
"2024-11-29","14:30:00","26","51","-25","-96.15%"
"2024-11-29","15:00:00","74","42","32","43.24%"
"2024-11-29","15:30:00","52","43","9","17.31%"
"2024-11-29","16:00:00","52","46","6","11.54%"
"2024-11-29","16:30:00","59","64","-5","-8.47%"
"2024-11-29","17:00:00","46","13","33","71.74%"
"2024-11-29","18:00:00","0","2","-2","0.00%"
"2024-11-29","18:30:00","350","18","332","94.86%"
"2024-11-29","19:00:00","0","52","-52","0.00%"
"2024-11-29","19:30:00","0","28","-28","0.00%"
"2024-11-29","20:00:00","0","25","-25","0.00%"
"2024-11-29","20:30:00","0","5","-5","0.00%"
"2024-11-29","21:00:00","0","1","-1","0.00%"
"2024-11-30","09:30:00","0","3","-3","0.00%"
"2024-11-30","10:00:00","74","97","-23","-31.08%"
"2024-11-30","10:30:00","66","72","-6","-9.09%"
"2024-11-30","11:00:00","75","55","20","26.67%"
"2024-11-30","11:30:00","45","49","-4","-8.89%"
"2024-11-30","12:00:00","66","44","22","33.33%"
"2024-11-30","12:30:00","47","56","-9","-19.15%"
"2024-11-30","13:00:00","52","43","9","17.31%"
"2024-11-30","13:30:00","42","53","-11","-26.19%"
"2024-11-30","14:00:00","79","44","35","44.30%"
"2024-11-30","14:30:00","40","55","-15","-37.50%"
"2024-11-30","15:00:00","70","55","15","21.43%"
"2024-11-30","15:30:00","75","54","21","28.00%"
"2024-11-30","16:00:00","69","49","20","28.99%"
"2024-11-30","16:30:00","59","41","18","30.51%"
"2024-11-30","17:00:00","44","9","35","79.55%"
"2024-11-30","19:00:00","8","0","8","100.00%"
"2024-12-01","09:30:00","0","11","-11","0.00%"
"2024-12-01","10:00:00","91","148","-57","-62.64%"
"2024-12-01","10:30:00","89","60","29","32.58%"
"2024-12-01","11:00:00","67","100","-33","-49.25%"
"2024-12-01","11:30:00","97","64","33","34.02%"
"2024-12-01","12:00:00","71","74","-3","-4.23%"
"2024-12-01","12:30:00","80","81","-1","-1.25%"
"2024-12-01","13:00:00","68","73","-5","-7.35%"
"2024-12-01","13:30:00","72","63","9","12.50%"
"2024-12-01","14:00:00","87","87","0","0.00%"
"2024-12-01","14:30:00","78","75","3","3.85%"
"2024-12-01","15:00:00","83","79","4","4.82%"
"2024-12-01","15:30:00","85","77","8","9.41%"
"2024-12-01","16:00:00","78","56","22","28.21%"
"2024-12-01","16:30:00","59","65","-6","-10.17%"
"2024-12-01","17:00:00","67","1","66","98.51%"
"2024-12-01","17:30:00","0","2","-2","0.00%"
"2024-12-02","11:00:00","3","0","3","100.00%"
"2024-12-03","09:30:00","0","123","-123","0.00%"
"2024-12-03","10:00:00","383","107","276","72.06%"
"2024-12-03","10:30:00","210","91","119","56.67%"
"2024-12-03","11:00:00","230","60","170","73.91%"
"2024-12-03","11:30:00","180","93","87","48.33%"
"2024-12-03","12:00:00","153","171","-18","-11.76%"
"2024-12-03","12:30:00","154","87","67","43.51%"
"2024-12-03","13:00:00","140","90","50","35.71%"
"2024-12-03","13:30:00","170","130","40","23.53%"
"2024-12-03","14:00:00","308","143","165","53.57%"
"2024-12-03","14:30:00","198","124","74","37.37%"
"2024-12-03","15:00:00","341","214","127","37.24%"
"2024-12-03","15:30:00","263","161","102","38.78%"
"2024-12-03","16:00:00","189","103","86","45.50%"
"2024-12-03","16:30:00","203","234","-31","-15.27%"
"2024-12-03","17:00:00","175","140","35","20.00%"
"2024-12-03","17:30:00","126","109","17","13.49%"
"2024-12-03","18:00:00","162","154","8","4.94%"
"2024-12-03","18:30:00","159","66","93","58.49%"
"2024-12-03","19:00:00","175","25","150","85.71%"
"2024-12-04","10:00:00","10","23","-13","-130.00%"
"2024-12-04","10:30:00","18","13","5","27.78%"
"2024-12-04","11:00:00","9","21","-12","-133.33%"
"2024-12-04","11:30:00","93","36","57","61.29%"
"2024-12-04","12:00:00","18","13","5","27.78%"
"2024-12-04","12:30:00","23","29","-6","-26.09%"
"2024-12-04","13:00:00","27","34","-7","-25.93%"
"2024-12-04","13:30:00","48","66","-18","-37.50%"
"2024-12-04","14:00:00","37","50","-13","-35.14%"
"2024-12-04","14:30:00","68","18","50","73.53%"
"2024-12-04","15:00:00","32","46","-14","-43.75%"
"2024-12-04","15:30:00","24","23","1","4.17%"
"2024-12-04","16:00:00","42","16","26","61.90%"
"2024-12-04","16:30:00","17","22","-5","-29.41%"
"2024-12-04","17:00:00","34","4","30","88.24%"
"2024-12-04","19:00:00","3","0","3","100.00%"
"2024-12-05","09:30:00","0","89","-89","0.00%"
"2024-12-05","10:00:00","269","146","123","45.72%"
"2024-12-05","10:30:00","145","124","21","14.48%"
"2024-12-05","11:00:00","218","163","55","25.23%"
"2024-12-05","11:30:00","99","100","-1","-1.01%"
"2024-12-05","12:00:00","148","83","65","43.92%"
"2024-12-05","12:30:00","91","86","5","5.49%"
"2024-12-05","13:00:00","158","75","83","52.53%"
"2024-12-05","13:30:00","123","91","32","26.02%"
"2024-12-05","14:00:00","170","155","15","8.82%"
"2024-12-05","14:30:00","170","127","43","25.29%"
"2024-12-05","15:00:00","180","101","79","43.89%"
"2024-12-05","15:30:00","155","148","7","4.52%"
"2024-12-05","16:00:00","183","74","109","59.56%"
"2024-12-05","16:30:00","205","144","61","29.76%"
"2024-12-05","17:00:00","246","25","221","89.84%"
"2024-12-06","09:30:00","0","10","-10","0.00%"
"2024-12-06","10:00:00","44","60","-16","-36.36%"
"2024-12-06","10:30:00","51","46","5","9.80%"
"2024-12-06","11:00:00","57","47","10","17.54%"
"2024-12-06","11:30:00","39","39","0","0.00%"
"2024-12-06","12:00:00","46","63","-17","-36.96%"
"2024-12-06","12:30:00","62","26","36","58.06%"
"2024-12-06","13:00:00","29","37","-8","-27.59%"
"2024-12-06","13:30:00","42","26","16","38.10%"
"2024-12-06","14:00:00","25","43","-18","-72.00%"
"2024-12-06","14:30:00","44","20","24","54.55%"
"2024-12-06","15:00:00","20","41","-21","-105.00%"
"2024-12-06","15:30:00","45","38","7","15.56%"
"2024-12-06","16:00:00","38","30","8","21.05%"
"2024-12-06","16:30:00","32","28","4","12.50%"
"2024-12-06","17:00:00","32","2","30","93.75%"
"2024-12-07","09:30:00","0","1","-1","0.00%"
"2024-12-07","10:00:00","67","130","-63","-94.03%"
"2024-12-07","10:30:00","93","101","-8","-8.60%"
"2024-12-07","11:00:00","96","86","10","10.42%"
"2024-12-07","11:30:00","85","80","5","5.88%"
"2024-12-07","12:00:00","90","75","15","16.67%"
"2024-12-07","12:30:00","66","53","13","19.70%"
"2024-12-07","13:00:00","73","70","3","4.11%"
"2024-12-07","13:30:00","65","55","10","15.38%"
"2024-12-07","14:00:00","73","40","33","45.21%"
"2024-12-07","14:30:00","53","54","-1","-1.89%"
"2024-12-07","15:00:00","61","68","-7","-11.48%"
"2024-12-07","15:30:00","64","69","-5","-7.81%"
"2024-12-07","16:00:00","82","63","19","23.17%"
"2024-12-07","16:30:00","59","59","0","0.00%"
"2024-12-07","17:00:00","66","2","64","96.97%"
"2024-12-07","17:30:00","0","2","-2","0.00%"
"2024-12-08","09:00:00","0","24","-24","0.00%"
"2024-12-08","09:30:00","0","107","-107","0.00%"
"2024-12-08","10:00:00","385","208","177","45.97%"
"2024-12-08","10:30:00","433","285","148","34.18%"
"2024-12-08","11:00:00","411","279","132","32.12%"
"2024-12-08","11:30:00","324","209","115","35.49%"
"2024-12-08","12:00:00","276","345","-69","-25.00%"
"2024-12-08","12:30:00","255","208","47","18.43%"
"2024-12-08","13:00:00","441","258","183","41.50%"
"2024-12-08","13:30:00","371","266","105","28.30%"
"2024-12-08","14:00:00","503","280","223","44.33%"
"2024-12-08","14:30:00","468","231","237","50.64%"
"2024-12-08","15:00:00","579","280","299","51.64%"
"2024-12-08","15:30:00","515","236","279","54.17%"
"2024-12-08","16:00:00","504","340","164","32.54%"
"2024-12-08","16:30:00","467","269","198","42.40%"
"2024-12-08","17:00:00","500","53","447","89.40%"
"2024-12-08","19:00:00","493","0","493","100.00%"
"2024-12-08","19:30:00","10","0","10","100.00%"
"2024-12-10","09:30:00","0","147","-147","0.00%"
"2024-12-10","10:00:00","401","135","266","66.33%"
"2024-12-10","10:30:00","213","213","0","0.00%"
"2024-12-10","11:00:00","230","156","74","32.17%"
"2024-12-10","11:30:00","178","273","-95","-53.37%"
"2024-12-10","12:00:00","224","132","92","41.07%"
"2024-12-10","12:30:00","147","100","47","31.97%"
"2024-12-10","13:00:00","174","118","56","32.18%"
"2024-12-10","13:30:00","160","128","32","20.00%"
"2024-12-10","14:00:00","253","196","57","22.53%"
"2024-12-10","14:30:00","283","344","-61","-21.55%"
"2024-12-10","15:00:00","325","140","185","56.92%"
"2024-12-10","15:30:00","271","172","99","36.53%"
"2024-12-10","16:00:00","255","112","143","56.08%"
"2024-12-10","16:30:00","200","112","88","44.00%"
"2024-12-10","17:00:00","163","65","98","60.12%"
"2024-12-10","17:30:00","118","126","-8","-6.78%"
"2024-12-10","18:00:00","139","81","58","41.73%"
"2024-12-10","18:30:00","133","90","43","32.33%"
"2024-12-10","19:00:00","216","9","207","95.83%"
"2024-12-11","09:30:00","0","2","-2","0.00%"
"2024-12-11","10:00:00","20","35","-15","-75.00%"
"2024-12-11","10:30:00","13","27","-14","-107.69%"
"2024-12-11","11:00:00","36","32","4","11.11%"
"2024-12-11","11:30:00","21","15","6","28.57%"
"2024-12-11","12:00:00","25","26","-1","-4.00%"
"2024-12-11","12:30:00","22","23","-1","-4.55%"
"2024-12-11","13:00:00","23","42","-19","-82.61%"
"2024-12-11","13:30:00","21","29","-8","-38.10%"
"2024-12-11","14:00:00","31","29","2","6.45%"
"2024-12-11","14:30:00","49","37","12","24.49%"
"2024-12-11","15:00:00","53","27","26","49.06%"
"2024-12-11","15:30:00","21","29","-8","-38.10%"
"2024-12-11","16:00:00","33","21","12","36.36%"
"2024-12-11","16:30:00","17","9","8","47.06%"
"2024-12-11","17:00:00","23","0","23","100.00%"
"2024-12-12","09:30:00","0","14","-14","0.00%"
"2024-12-12","10:00:00","23","45","-22","-95.65%"
"2024-12-12","10:30:00","36","28","8","22.22%"
"2024-12-12","11:00:00","33","24","9","27.27%"
"2024-12-12","11:30:00","19","27","-8","-42.11%"
"2024-12-12","12:00:00","17","42","-25","-147.06%"
"2024-12-12","12:30:00","29","18","11","37.93%"
"2024-12-12","13:00:00","33","22","11","33.33%"
"2024-12-12","13:30:00","27","31","-4","-14.81%"
"2024-12-12","14:00:00","24","21","3","12.50%"
"2024-12-12","14:30:00","23","33","-10","-43.48%"
"2024-12-12","15:00:00","26","25","1","3.85%"
"2024-12-12","15:30:00","28","21","7","25.00%"
"2024-12-12","16:00:00","19","20","-1","-5.26%"
"2024-12-12","16:30:00","35","13","22","62.86%"
"2024-12-12","17:00:00","11","4","7","63.64%"
"2024-12-12","19:00:00","4","0","4","100.00%"
"2024-12-12","19:30:00","0","30","-30","0.00%"
"2024-12-12","20:00:00","715","200","515","72.03%"
"2024-12-12","20:30:00","0","120","-120","0.00%"
"2024-12-12","21:00:00","393","124","269","68.45%"
"2024-12-12","21:30:00","0","40","-40","0.00%"
"2024-12-12","22:00:00","309","12","297","96.12%"
"2024-12-13","09:30:00","0","17","-17","0.00%"
"2024-12-13","10:00:00","24","99","-75","-312.50%"
"2024-12-13","10:30:00","110","64","46","41.82%"
"2024-12-13","11:00:00","108","68","40","37.04%"
"2024-12-13","11:30:00","65","68","-3","-4.62%"
"2024-12-13","12:00:00","71","45","26","36.62%"
"2024-12-13","12:30:00","38","32","6","15.79%"
"2024-12-13","13:00:00","27","40","-13","-48.15%"
"2024-12-13","13:30:00","44","21","23","52.27%"
"2024-12-13","14:00:00","22","44","-22","-100.00%"
"2024-12-13","14:30:00","51","58","-7","-13.73%"
"2024-12-13","15:00:00","64","65","-1","-1.56%"
"2024-12-13","15:30:00","68","70","-2","-2.94%"
"2024-12-13","16:00:00","69","83","-14","-20.29%"
"2024-12-13","16:30:00","79","66","13","16.46%"
"2024-12-13","17:00:00","78","4","74","94.87%"
"2024-12-14","09:30:00","0","17","-17","0.00%"
"2024-12-14","10:00:00","59","142","-83","-140.68%"
"2024-12-14","10:30:00","77","107","-30","-38.96%"
"2024-12-14","11:00:00","132","95","37","28.03%"
"2024-12-14","11:30:00","85","78","7","8.24%"
"2024-12-14","12:00:00","93","88","5","5.38%"
"2024-12-14","12:30:00","83","55","28","33.73%"
"2024-12-14","13:00:00","78","61","17","21.79%"
"2024-12-14","13:30:00","47","70","-23","-48.94%"
"2024-12-14","14:00:00","79","59","20","25.32%"
"2024-12-14","14:30:00","88","75","13","14.77%"
"2024-12-14","15:00:00","115","76","39","33.91%"
"2024-12-14","15:30:00","39","72","-33","-84.62%"
"2024-12-14","16:00:00","87","86","1","1.15%"
"2024-12-14","16:30:00","80","51","29","36.25%"
"2024-12-14","17:00:00","76","5","71","93.42%"
"2024-12-14","19:00:00","5","0","5","100.00%"
"2024-12-15","09:30:00","0","14","-14","0.00%"
"2024-12-15","10:00:00","59","152","-93","-157.63%"
"2024-12-15","10:30:00","80","107","-27","-33.75%"
"2024-12-15","11:00:00","126","106","20","15.87%"
"2024-12-15","11:30:00","96","99","-3","-3.13%"
"2024-12-15","12:00:00","105","86","19","18.10%"
"2024-12-15","12:30:00","76","108","-32","-42.11%"
"2024-12-15","13:00:00","110","74","36","32.73%"
"2024-12-15","13:30:00","91","79","12","13.19%"
"2024-12-15","14:00:00","93","104","-11","-11.83%"
"2024-12-15","14:30:00","125","101","24","19.20%"
"2024-12-15","15:00:00","116","85","31","26.72%"
"2024-12-15","15:30:00","52","101","-49","-94.23%"
"2024-12-15","16:00:00","102","62","40","39.22%"
"2024-12-15","16:30:00","81","59","22","27.16%"
"2024-12-15","17:00:00","75","0","75","100.00%"
"2024-12-16","10:00:00","3","0","3","100.00%"
"2024-12-17","09:30:00","0","101","-101","0.00%"
"2024-12-17","10:00:00","472","230","242","51.27%"
"2024-12-17","10:30:00","354","327","27","7.63%"
"2024-12-17","11:00:00","408","254","154","37.75%"
"2024-12-17","11:30:00","290","251","39","13.45%"
"2024-12-17","12:00:00","225","163","62","27.56%"
"2024-12-17","12:30:00","168","186","-18","-10.71%"
"2024-12-17","13:00:00","274","172","102","37.23%"
"2024-12-17","13:30:00","264","176","88","33.33%"
"2024-12-17","14:00:00","366","183","183","50.00%"
"2024-12-17","14:30:00","376","234","142","37.77%"
"2024-12-17","15:00:00","422","191","231","54.74%"
"2024-12-17","15:30:00","321","182","139","43.30%"
"2024-12-17","16:00:00","383","216","167","43.60%"
"2024-12-17","16:30:00","250","253","-3","-1.20%"
"2024-12-17","17:00:00","301","220","81","26.91%"
"2024-12-17","17:30:00","228","142","86","37.72%"
"2024-12-17","18:00:00","250","145","105","42.00%"
"2024-12-17","18:30:00","220","147","73","33.18%"
"2024-12-17","19:00:00","320","57","263","82.19%"
"2024-12-18","09:30:00","0","5","-5","0.00%"
"2024-12-18","10:00:00","21","58","-37","-176.19%"
"2024-12-18","10:30:00","55","42","13","23.64%"
"2024-12-18","11:00:00","47","57","-10","-21.28%"
"2024-12-18","11:30:00","43","37","6","13.95%"
"2024-12-18","12:00:00","38","36","2","5.26%"
"2024-12-18","12:30:00","38","30","8","21.05%"
"2024-12-18","13:00:00","29","30","-1","-3.45%"
"2024-12-18","13:30:00","32","20","12","37.50%"
"2024-12-18","14:00:00","24","37","-13","-54.17%"
"2024-12-18","14:30:00","35","50","-15","-42.86%"
"2024-12-18","15:00:00","64","47","17","26.56%"
"2024-12-18","15:30:00","46","34","12","26.09%"
"2024-12-18","16:00:00","30","42","-12","-40.00%"
"2024-12-18","16:30:00","43","23","20","46.51%"
"2024-12-18","17:00:00","27","4","23","85.19%"
"2024-12-19","10:00:00","19","58","-39","-205.26%"
"2024-12-19","10:30:00","53","64","-11","-20.75%"
"2024-12-19","11:00:00","56","49","7","12.50%"
"2024-12-19","11:30:00","64","60","4","6.25%"
"2024-12-19","12:00:00","51","37","14","27.45%"
"2024-12-19","12:30:00","37","24","13","35.14%"
"2024-12-19","13:00:00","19","14","5","26.32%"
"2024-12-19","13:30:00","8","32","-24","-300.00%"
"2024-12-19","14:00:00","26","38","-12","-46.15%"
"2024-12-19","14:30:00","55","38","17","30.91%"
"2024-12-19","15:00:00","36","47","-11","-30.56%"
"2024-12-19","15:30:00","29","46","-17","-58.62%"
"2024-12-19","16:00:00","53","54","-1","-1.89%"
"2024-12-19","16:30:00","60","27","33","55.00%"
"2024-12-19","17:00:00","47","4","43","91.49%"
"2024-12-20","10:00:00","53","74","-21","-39.62%"
"2024-12-20","10:30:00","49","59","-10","-20.41%"
"2024-12-20","11:00:00","55","60","-5","-9.09%"
"2024-12-20","11:30:00","50","33","17","34.00%"
"2024-12-20","12:00:00","53","35","18","33.96%"
"2024-12-20","12:30:00","14","30","-16","-114.29%"
"2024-12-20","13:00:00","40","36","4","10.00%"
"2024-12-20","13:30:00","59","34","25","42.37%"
"2024-12-20","14:00:00","38","40","-2","-5.26%"
"2024-12-20","14:30:00","33","57","-24","-72.73%"
"2024-12-20","15:00:00","51","55","-4","-7.84%"
"2024-12-20","15:30:00","47","52","-5","-10.64%"
"2024-12-20","16:00:00","42","37","5","11.90%"
"2024-12-20","16:30:00","53","32","21","39.62%"
"2024-12-20","17:00:00","55","12","43","78.18%"
"2024-12-20","19:00:00","3","0","3","100.00%"
"2024-12-20","19:30:00","1","0","1","100.00%"
"2024-12-21","09:30:00","0","10","-10","0.00%"
"2024-12-21","10:00:00","29","45","-16","-55.17%"
"2024-12-21","10:30:00","16","59","-43","-268.75%"
"2024-12-21","11:00:00","65","77","-12","-18.46%"
"2024-12-21","11:30:00","67","58","9","13.43%"
"2024-12-21","12:00:00","70","70","0","0.00%"
"2024-12-21","12:30:00","89","51","38","42.70%"
"2024-12-21","13:00:00","51","43","8","15.69%"
"2024-12-21","13:30:00","32","49","-17","-53.13%"
"2024-12-21","14:00:00","40","68","-28","-70.00%"
"2024-12-21","14:30:00","67","72","-5","-7.46%"
"2024-12-21","15:00:00","66","35","31","46.97%"
"2024-12-21","15:30:00","75","58","17","22.67%"
"2024-12-21","16:00:00","50","58","-8","-16.00%"
"2024-12-21","16:30:00","57","53","4","7.02%"
"2024-12-21","17:00:00","92","10","82","89.13%"
"2024-12-22","09:30:00","0","10","-10","0.00%"
"2024-12-22","10:00:00","31","80","-49","-158.06%"
"2024-12-22","10:30:00","37","81","-44","-118.92%"
"2024-12-22","11:00:00","88","95","-7","-7.95%"
"2024-12-22","11:30:00","100","100","0","0.00%"
"2024-12-22","12:00:00","84","93","-9","-10.71%"
"2024-12-22","12:30:00","97","89","8","8.25%"
"2024-12-22","13:00:00","88","67","21","23.86%"
"2024-12-22","13:30:00","100","78","22","22.00%"
"2024-12-22","14:00:00","70","67","3","4.29%"
"2024-12-22","14:30:00","42","93","-51","-121.43%"
"2024-12-22","15:00:00","117","91","26","22.22%"
"2024-12-22","15:30:00","82","88","-6","-7.32%"
"2024-12-22","16:00:00","88","82","6","6.82%"
"2024-12-22","16:30:00","93","109","-16","-17.20%"
"2024-12-22","17:00:00","135","5","130","96.30%"
"2024-12-25","10:00:00","2","0","2","100.00%"
"2024-12-26","09:30:00","0","34","-34","0.00%"
"2024-12-26","10:00:00","70","126","-56","-80.00%"
"2024-12-26","10:30:00","120","105","15","12.50%"
"2024-12-26","11:00:00","110","125","-15","-13.64%"
"2024-12-26","11:30:00","120","81","39","32.50%"
"2024-12-26","12:00:00","93","91","2","2.15%"
"2024-12-26","12:30:00","82","83","-1","-1.22%"
"2024-12-26","13:00:00","91","104","-13","-14.29%"
"2024-12-26","13:30:00","100","68","32","32.00%"
"2024-12-26","14:00:00","87","106","-19","-21.84%"
"2024-12-26","14:30:00","104","109","-5","-4.81%"
"2024-12-26","15:00:00","111","89","22","19.82%"
"2024-12-26","15:30:00","93","98","-5","-5.38%"
"2024-12-26","16:00:00","95","87","8","8.42%"
"2024-12-26","16:30:00","89","82","7","7.87%"
"2024-12-26","17:00:00","82","6","76","92.68%"
"2024-12-26","19:00:00","4","0","4","100.00%"
"2024-12-27","09:30:00","0","15","-15","0.00%"
"2024-12-27","10:00:00","40","115","-75","-187.50%"
"2024-12-27","10:30:00","75","119","-44","-58.67%"
"2024-12-27","11:00:00","118","103","15","12.71%"
"2024-12-27","11:30:00","107","77","30","28.04%"
"2024-12-27","12:00:00","84","86","-2","-2.38%"
"2024-12-27","12:30:00","70","86","-16","-22.86%"
"2024-12-27","13:00:00","100","71","29","29.00%"
"2024-12-27","13:30:00","90","102","-12","-13.33%"
"2024-12-27","14:00:00","106","107","-1","-0.94%"
"2024-12-27","14:30:00","81","95","-14","-17.28%"
"2024-12-27","15:00:00","94","138","-44","-46.81%"
"2024-12-27","15:30:00","151","71","80","52.98%"
"2024-12-27","16:00:00","83","74","9","10.84%"
"2024-12-27","16:30:00","77","92","-15","-19.48%"
"2024-12-27","17:00:00","112","18","94","83.93%"
"2024-12-27","19:00:00","9","0","9","100.00%"
"2024-12-28","09:30:00","0","13","-13","0.00%"
"2024-12-28","10:00:00","48","103","-55","-114.58%"
"2024-12-28","10:30:00","80","101","-21","-26.25%"
"2024-12-28","11:00:00","113","65","48","42.48%"
"2024-12-28","11:30:00","52","71","-19","-36.54%"
"2024-12-28","12:00:00","83","96","-13","-15.66%"
"2024-12-28","12:30:00","83","66","17","20.48%"
"2024-12-28","13:00:00","68","82","-14","-20.59%"
"2024-12-28","13:30:00","72","76","-4","-5.56%"
"2024-12-28","14:00:00","88","96","-8","-9.09%"
"2024-12-28","14:30:00","102","94","8","7.84%"
"2024-12-28","15:00:00","107","107","0","0.00%"
"2024-12-28","15:30:00","99","104","-5","-5.05%"
"2024-12-28","16:00:00","119","87","32","26.89%"
"2024-12-28","16:30:00","75","59","16","21.33%"
"2024-12-28","17:00:00","75","5","70","93.33%"
"2024-12-28","19:00:00","2","0","2","100.00%"
"2024-12-29","09:30:00","0","22","-22","0.00%"
"2024-12-29","10:00:00","62","177","-115","-185.48%"
"2024-12-29","10:30:00","146","139","7","4.79%"
"2024-12-29","11:00:00","156","159","-3","-1.92%"
"2024-12-29","11:30:00","148","127","21","14.19%"
"2024-12-29","12:00:00","140","111","29","20.71%"
"2024-12-29","12:30:00","97","101","-4","-4.12%"
"2024-12-29","13:00:00","119","132","-13","-10.92%"
"2024-12-29","13:30:00","123","107","16","13.01%"
"2024-12-29","14:00:00","128","123","5","3.91%"
"2024-12-29","14:30:00","100","113","-13","-13.00%"
"2024-12-29","15:00:00","122","109","13","10.66%"
"2024-12-29","15:30:00","102","115","-13","-12.75%"
"2024-12-29","16:00:00","120","129","-9","-7.50%"
"2024-12-29","16:30:00","111","120","-9","-8.11%"
"2024-12-29","17:00:00","138","8","130","94.20%"
"2024-12-29","19:00:00","9","0","9","100.00%"
"2025-01-01","10:00:00","2","0","2","100.00%"
"2025-01-01","10:30:00","1","0","1","100.00%"
"2025-01-02","09:30:00","0","44","-44","0.00%"
"2025-01-02","10:00:00","104","122","-18","-17.31%"
"2025-01-02","10:30:00","69","130","-61","-88.41%"
"2025-01-02","11:00:00","132","124","8","6.06%"
"2025-01-02","11:30:00","130","111","19","14.62%"
"2025-01-02","12:00:00","111","97","14","12.61%"
